pdb_id,resolution,ligand_id,ligand_heavy_atoms,ligand_chain,family,n_chains,structure_format,has_TYR_5A,has_TYR_8A,has_TYR_10A,has_TYR_12A,has_TYR_15A,has_CYS_5A,has_CYS_8A,has_CYS_10A,has_CYS_12A,has_CYS_15A,has_SER_5A,has_SER_8A,has_SER_10A,has_SER_12A,has_SER_15A,has_THR_5A,has_THR_8A,has_THR_10A,has_THR_12A,has_THR_15A,has_LYS_5A,has_LYS_8A,has_LYS_10A,has_LYS_12A,has_LYS_15A,has_ANY_5A,has_ANY_8A,has_ANY_10A,has_ANY_12A,has_ANY_15A,count_TYR_5A,count_TYR_8A,count_TYR_10A,count_TYR_12A,count_TYR_15A,count_CYS_5A,count_CYS_8A,count_CYS_10A,count_CYS_12A,count_CYS_15A,count_SER_5A,count_SER_8A,count_SER_10A,count_SER_12A,count_SER_15A,count_THR_5A,count_THR_8A,count_THR_10A,count_THR_12A,count_THR_15A,count_LYS_5A,count_LYS_8A,count_LYS_10A,count_LYS_12A,count_LYS_15A,min_TYR_dist,min_CYS_dist,min_SER_dist,min_THR_dist,min_LYS_dist,tyr_pocket_sasa,n_tyr_pocket_10A,sasa_computed
14XV,1.97,WGY,15,B,Other,2,pdb,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,3,4,5,0,1,1,1,3,28.812536239624023,15.498737335205078,10.10832405090332,5.323814392089844,7.717292785644531,,0,False
7IMO,1.72,B1A,17,A,Other,1,pdb,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,5,8.956774711608887,,19.318567276000977,13.959952354431152,7.108750343322754,10.018410902221351,1,True
9W0A,2.48,HEM,43,A,Oxidoreductase,1,cif,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,False,False,False,True,True,True,True,True,0,0,2,2,3,1,1,1,1,1,0,1,1,1,3,0,0,1,1,4,0,0,0,0,0,8.591854095458984,2.8968374729156494,5.682777404785156,8.443432807922363,20.223756790161133,41.41615290729165,2,True
13UX,1.59,A1C1N,13,A,Other,2,cif,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,0,1,2,4,0,0,0,0,2,18.01325225830078,,6.364264488220215,8.5038480758667,12.138386726379396,,0,False
9W19,2.63,A1EUM,34,A,Transferase(other),2,cif,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,0,1,1,2,3,0,0,0,1,2,0,0,1,1,1,0,0,1,2,2,0,1,3,4,6,7.130669593811035,10.499810218811035,8.356035232543945,9.915375709533691,7.1064982414245605,36.131496010485264,1,True
9VZL,2.81,GTP,32,A,Other,6,cif,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,0,1,2,2,6,0,0,0,0,1,1,1,4,5,7,0,1,2,6,9,0,0,1,2,2,5.6771674156188965,13.779311180114746,3.7134740352630615,5.813817501068115,8.906678199768066,45.17038609770867,2,True
14WV,1.93,WJ7,13,B,Other,2,pdb,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,0,1,1,1,4,0,0,0,1,1,18.048776626586918,23.024507522583008,5.162773609161377,6.9235615730285645,11.76658535003662,,0,False
14XU,1.91,VWD,13,B,Other,2,pdb,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,2,3,17.18115234375,22.133697509765625,11.06333351135254,14.308247566223145,7.619369029998779,,0,False
9YMO,1.25,A1AG3,44,A,Other,1,cif,True,True,True,True,True,False,False,False,True,True,False,False,False,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,2,2,2,2,4,0,0,0,1,1,0,0,0,2,3,0,1,1,1,3,0,0,1,3,4,3.385633945465088,10.798335075378418,10.006531715393066,7.630945682525635,9.006355285644531,140.16492770906748,2,True
9HVU,1.15,A1IXU,24,A,Other,2,cif,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,1,1,1,4,0,0,1,1,2,0,2,4,5,10,0,2,3,4,4,1,2,2,4,5,7.50623607635498,9.234466552734377,5.374655246734619,5.252692222595215,4.8443098068237305,15.491278596507188,1,True
14YU,2.25,A9E,18,B,Other,2,pdb,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.387200355529785,22.95204162597656,16.446624755859375,14.082374572753906,11.469755172729492,195.6970991350817,1,True
9VS8,2.08,MTA,20,A,Transferase(other),1,pdb,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,0,1,2,4,6,0,0,1,1,1,0,2,4,4,7,0,3,3,4,7,0,0,0,0,0,7.296875953674316,9.66092014312744,6.035076141357422,5.766767978668213,15.048157691955566,52.15279475919088,2,True
25QC,2.2,5HU,21,B,Transferase(other),1,pdb,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,0,1,2,4,7,1,1,1,1,2,0,1,1,1,1,0,1,1,1,1,0,2,5,5,5,7.431865692138672,4.791837692260742,7.280053615570068,7.853182792663574,6.740478992462158,30.84244991398793,2,True
14UZ,2.456,A1DOC,16,B,Other,2,cif,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,1,1,2,5,6,0,0,1,1,2,0,0,0,1,1,16.55976104736328,24.53650665283203,4.058835983276367,8.568405151367188,11.564132690429688,,0,False
26SK,2.85,URC,12,A,Antibody/Immune,8,pdb,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,3,6,7,10,0,0,1,2,2,1,1,2,2,6,0,1,3,4,5,1,1,1,1,4,3.411843776702881,9.819116592407228,4.595119953155518,6.148988723754883,4.171092033386231,88.53924157124546,6,True
14XJ,1.857,A1AM1,15,A,Other,2,cif,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,3,0,1,2,3,3,29.55376434326172,12.130290985107422,4.4999823570251465,12.996424674987791,6.119139194488525,,0,False
26SJ,2.6,XAN,11,A,Antibody/Immune,8,pdb,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,4,5,7,10,0,0,0,2,2,1,1,2,2,6,0,1,3,4,5,1,1,1,1,4,3.3662896156311035,10.146380424499512,4.414142608642578,5.870412349700928,4.167448997497559,80.98675517679011,5,True
13UY,1.53,A1C1O,14,B,Other,2,cif,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,3,4,6,0,0,0,2,3,13.71672248840332,,10.288178443908691,6.99414587020874,10.40327262878418,,0,False
35YM,2.28,A2G,14,I,Protease,2,pdb,False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,True,True,False,True,True,True,True,0,1,1,4,10,0,0,0,0,0,0,0,1,4,5,0,0,0,2,4,0,0,0,1,2,7.72051477432251,16.38802146911621,9.693161964416504,11.036996841430664,11.45255184173584,36.32380266812102,1,True
9S56,1.668,CPS,42,A,Other,2,cif,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,0,0,1,1,1,0,0,1,3,4,0,1,1,3,4,0,1,2,3,5,0,0,1,1,1,9.10086441040039,9.97105312347412,7.135827541351318,7.266053676605225,8.149521827697754,24.18573671887833,1,True
9Y7Q,2.42,NDP,48,A,Oxidoreductase,2,cif,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,1,1,1,2,0,0,0,0,0,1,1,2,4,6,1,2,2,2,2,1,1,1,3,3,6.611561298370361,,4.257692337036133,4.312617301940918,4.341224193572998,8.64271535590703,1,True
9WAM,2.23,SAH,26,A,Epigenetic/reader,2,pdb,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,0,0,0,0,1,0,0,0,0,2,0,0,1,3,6,0,0,0,2,4,0,1,1,2,5,12.153550148010254,12.025665283203123,9.795336723327637,10.839910507202148,6.385997772216797,,0,False
9WFK,1.89,A1MBJ,31,A,Kinase,2,cif,False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,0,1,1,1,3,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,1,2,5,7,7.619198322296143,15.442243576049805,9.321130752563477,10.75168228149414,6.977910995483398,29.3719865159442,1,True
9PKK,2.8,MDO,13,A,Other,1,pdb,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,0,0,1,1,2,0,0,0,0,0,0,1,1,3,9,1,3,4,4,7,0,0,0,0,1,9.320958137512209,17.816356658935547,6.963201522827148,3.676001787185669,12.706619262695312,43.291321041925954,1,True
9W48,1.64,APR,36,A,Hydrolase(other),2,pdb,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,False,True,True,True,True,0,2,4,4,4,0,0,0,0,0,0,2,2,2,3,0,2,2,2,4,0,0,0,0,1,7.003929138183594,20.476322174072266,5.313916206359863,5.996084690093994,12.849245071411133,217.97495686843703,4,True
13TU,1.83,A1C1I,20,B,Other,2,cif,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,3,3,6,0,0,0,1,3,15.01926326751709,,9.40663719177246,6.606038093566895,11.95234489440918,,0,False
28IV,1.958,NAD,44,A,Oxidoreductase,4,cif,False,False,True,True,True,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,0,0,1,2,3,0,0,0,0,0,1,4,6,7,10,0,1,2,3,5,0,1,1,2,2,9.03165340423584,16.238473892211914,3.502397298812866,6.563304424285889,6.901114940643311,22.339801103096026,1,True
27RA,2.5,TG1,46,A,Hydrolase(other),1,cif,False,True,True,True,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,0,1,1,2,4,0,0,0,0,2,0,0,4,4,5,0,0,0,0,0,0,0,2,2,4,7.927676677703857,13.787588119506836,8.136598587036133,17.396167755126953,9.79636573791504,20.60827033080184,1,True
14WQ,1.87,WKV,14,A,Other,2,pdb,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,0,1,2,2,5,0,0,1,1,1,20.91361427307129,12.798235893249512,7.644206523895264,7.416121959686279,8.581859588623047,,0,False
30TR,1.3,SEP,10,P,Other,2,pdb,False,True,True,True,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,0,2,2,5,7,0,0,0,0,1,0,0,1,2,3,0,0,0,0,3,1,2,2,2,3,5.3558502197265625,13.067340850830078,9.287851333618164,14.123668670654297,4.6695942878723145,1.7294654072795477,2,True
28IO,1.719,NAD,44,A,Oxidoreductase,4,cif,False,False,True,True,True,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,0,0,1,2,3,0,0,0,0,0,1,4,6,6,9,0,1,2,3,5,0,1,1,2,2,8.955976486206055,16.169166564941406,3.473408460617065,6.687096118927002,6.77886438369751,33.88973674804877,1,True
9WF5,2.95,A1EVX,37,A,Other,4,cif,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,0,1,1,1,4,0,0,0,0,1,1,1,1,4,5,0,2,2,3,5,0,0,0,0,3,5.981345653533936,13.57762050628662,4.247685432434082,7.431713581085205,12.92922592163086,11.027948044944328,1,True
9Q4F,1.95,NLE,8,D,Other,12,pdb,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,0,0,0,1,1,0,0,0,0,0,1,1,4,6,7,0,0,0,0,3,0,0,0,0,0,11.669352531433104,,3.806848526000977,13.144586563110352,18.05805778503418,,0,False
11SF,2.24,A1DAF,20,A,Nuclear receptor,4,cif,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,0,0,1,2,6,0,1,1,1,1,0,1,5,5,7,0,0,0,2,3,0,0,2,3,5,9.827019691467283,5.630560398101807,6.810281276702881,10.59816074371338,8.021456718444824,12.986240896964166,1,True
14WF,2.09,W0A,16,B,Other,2,pdb,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,3,1,1,2,2,2,30.968923568725582,24.446733474731445,5.292796611785889,10.15606689453125,4.841254234313965,,0,False
30XL,1.25,ATP,31,A,Transferase(other),1,cif,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,0,0,1,1,1,0,0,2,2,2,0,2,2,4,5,0,0,1,2,2,0,0,0,3,6,9.64322566986084,8.626128196716309,6.790370941162109,8.349932670593262,10.211567878723145,32.92656062065305,1,True
9VUR,2.66,A1ETO,22,A,Other,2,cif,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,0,1,3,4,4,0,1,2,2,4,0,2,5,6,9,0,1,1,2,2,0,0,2,2,7,7.251781940460205,7.550398349761963,7.1766462326049805,7.910599231719971,8.542546272277832,83.44135722426657,3,True
14WE,2.09,K2S,13,A,Other,2,pdb,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,0,0,0,0,0,0,1,1,1,1,0,2,2,3,3,0,0,1,2,3,0,1,1,1,3,23.05516624450684,7.747859477996826,6.335114002227783,9.078007698059082,5.610994815826416,,0,False
30GJ,1.93,MGD,47,A,Oxidoreductase,2,pdb,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,2,2,2,5,0,0,0,1,3,0,1,1,2,6,0,1,6,7,11,1,1,1,2,2,5.538181781768799,10.806499481201172,5.189787864685059,6.425182342529297,4.296396732330322,16.923561445050886,2,True
14UH,2.293,A1DM1,15,B,Other,2,cif,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,2,2,5,6,0,0,1,1,2,0,0,0,0,1,16.780624389648438,23.993547439575195,5.162286281585693,8.581025123596191,12.460124015808104,,0,False
13UG,1.77,3R6,12,B,Other,2,pdb,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,3,4,6,0,0,0,2,3,14.358416557312012,,10.317948341369627,7.418199062347412,10.62405014038086,,0,False
9T1Z,2.2,RXT,23,A,Transferase(other),1,pdb,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,0,0,2,2,4,0,0,0,1,1,0,2,2,2,2,0,0,1,1,2,0,2,4,5,9,8.093862533569336,11.669588088989258,6.864938735961914,9.184619903564451,6.570470333099365,115.47606647220474,2,True
7ILZ,1.75,WL7,15,A,Other,1,pdb,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,0,0,1,1,2,0,0,0,0,0,0,1,1,1,2,1,3,5,5,5,0,0,0,0,0,8.341581344604492,,6.690944671630859,4.476123809814453,15.831607818603516,121.72647778090048,1,True
14WC,1.97,GVV,13,B,Other,2,pdb,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,1,1,2,5,6,0,1,1,1,2,0,0,0,1,1,17.20693588256836,23.79908561706543,4.742025375366211,7.926459789276123,11.775102615356444,,0,False
14WM,2.3,LUY,18,A,Other,2,pdb,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,0,0,1,1,3,0,0,0,0,1,28.21293258666992,22.504581451416016,6.489129066467285,8.162141799926758,12.504499435424805,,0,False
14VW,2.29,LL0,14,A,Other,2,pdb,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,0,2,2,3,5,0,0,1,1,1,20.88745880126953,12.278035163879396,7.92489767074585,6.45473575592041,9.22730827331543,,0,False
14XI,2.1,AYV,16,A,Other,2,pdb,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,1,1,0,1,1,2,3,0,2,2,2,4,0,0,1,1,1,21.50250244140625,11.729544639587402,6.668514728546143,6.760863304138184,8.962169647216797,,0,False
12LB,1.26,A1DI6,37,A,Other,1,cif,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,1,3,3,3,4,0,1,1,2,2,0,0,1,2,3,0,1,1,1,3,0,0,2,2,4,2.8775293827056885,7.703649997711182,8.38503360748291,6.835724353790283,8.287901878356934,158.48165766269454,3,True
9PXR,2.3,NAP,48,A,Oxidoreductase,4,cif,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,1,0,1,2,2,6,0,0,1,1,4,0,0,2,3,4,15.745738983154297,13.049675941467283,5.445174694061279,9.290740966796877,8.767431259155273,,0,False
9WDF,2.2,A1MBG,37,A,Other,12,cif,False,False,False,False,True,False,True,True,True,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,2,4,0,0,1,3,6,12.588735580444336,7.560915946960449,13.41943645477295,10.19620132446289,8.512523651123047,,0,False
14ZU,1.79,S07,18,A,Other,2,pdb,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,0,0,1,2,4,0,0,1,1,1,21.180879592895508,13.588643074035645,7.480294704437256,8.749759674072266,8.770069122314453,,0,False
9RYH,1.82,A1JKH,12,A,Hydrolase(other),1,cif,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,0,0,0,4,5,0,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0,2,2,7,10.61822509765625,13.026206016540527,10.649888038635254,14.142256736755373,9.000723838806152,,0,False
11SG,2.6,A1DAG,28,A,Nuclear receptor,4,cif,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,0,0,0,1,7,0,1,1,1,1,0,2,3,4,6,0,0,0,2,3,0,0,3,3,3,10.293185234069824,7.992130279541016,7.410060882568359,10.162271499633787,8.025806427001953,,0,False
14WO,2.06,WNA,15,B,Other,2,pdb,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,0,0,1,1,3,0,0,0,1,1,17.46845245361328,23.301876068115234,4.818569660186768,8.091509819030762,11.129393577575684,,0,False
14VO,2.168,A1AND,14,B,Other,2,cif,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,1,1,3,4,6,0,1,1,1,2,0,0,0,1,1,17.584684371948242,23.768604278564453,4.497768402099609,7.673309326171875,10.666954040527344,,0,False
9S0L,1.7,SIA,21,A,Other,2,pdb,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True,0,0,2,3,6,0,0,0,0,0,0,0,0,1,6,0,0,0,3,8,0,0,1,1,2,9.088180541992188,,10.870665550231934,10.86978816986084,8.397811889648438,20.86126331437953,2,True
14VU,2.44,X0S,12,B,Other,2,pdb,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,1,4,4,6,0,1,1,1,4,0,0,0,0,1,17.991971969604492,22.66390991210937,5.480329036712647,6.8852643966674805,12.12271785736084,,0,False
14YM,1.7,VVY,15,A,Other,2,pdb,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,1,1,0,1,1,2,3,0,2,2,2,4,0,0,1,1,1,21.753231048583984,11.847296714782717,7.310152530670166,6.792026042938232,9.210855484008787,,0,False
9IA1,1.82,HEM,43,B,Oxidoreductase,2,cif,False,False,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,0,0,2,3,5,1,1,1,1,2,0,0,0,2,7,0,2,2,2,4,0,0,1,2,3,8.433884620666504,2.8799192905426025,11.650280952453612,6.161005973815918,9.782430648803713,103.11469453858648,2,True
9N57,1.64,NEN,7,A,Oxidoreductase,1,pdb,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,0,0,0,0,1,0,1,1,1,1,0,1,1,2,4,0,0,1,1,1,0,0,0,0,0,13.98585319519043,5.367745876312256,6.607948303222656,9.81839370727539,21.723556518554688,,0,False
31WA,1.42,A1KCT,35,A,Kinase,1,cif,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,0,1,1,1,3,0,1,1,2,2,0,1,1,1,1,0,0,0,1,1,0,0,2,3,3,5.838850975036621,5.873179912567139,5.460369110107422,11.80482578277588,8.498878479003906,65.59848687544331,1,True
9Z68,1.97,DGD,66,A,Other,40,cif,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,0,0,0,0,2,0,0,0,1,1,0,0,1,4,4,0,0,0,0,3,0,0,0,1,2,14.377154350280762,10.423969268798828,8.436513900756836,12.348068237304688,11.61251735687256,,0,False
9TXV,2.9,A1JX7,35,A,Transferase(other),4,cif,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,0,2,4,6,9,0,0,1,1,1,1,1,2,2,5,0,0,0,0,1,0,0,0,1,2,5.059565544128418,9.65088176727295,3.595163583755493,14.654742240905762,11.19417667388916,287.722878287069,4,True
10RY,1.902,A1C8O,38,A,Hydrolase(other),1,cif,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,0,0,1,1,1,0,0,0,0,0,0,1,1,5,5,0,1,2,2,6,0,0,0,1,1,9.64585304260254,23.60768318176269,6.866786003112793,5.2850728034973145,11.522734642028809,141.5524081616667,1,True
9Q3O,2.5,ANP,31,B,Other,2,pdb,False,False,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,0,0,1,2,3,0,0,1,1,1,0,0,0,0,1,0,0,2,2,4,0,2,6,7,7,9.955599784851074,9.058457374572754,14.853894233703612,8.386284828186035,5.871286869049072,88.06175769727494,1,True
9LZR,2.14,ZQB,32,A,Protease,2,pdb,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,0,0,0,3,5,0,2,2,3,5,0,1,1,3,6,0,0,2,3,5,0,0,1,1,2,10.57422161102295,5.953207492828369,7.445394039154053,8.350702285766602,8.056534767150879,,0,False
9I0C,2.123,A1IZE,28,A,Transferase(other),1,cif,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,0,2,2,3,5,0,1,2,3,3,0,2,2,5,7,0,2,2,5,7,0,1,1,2,3,5.886810302734375,7.382598876953125,6.450379848480225,7.895431041717529,6.548058032989502,46.677125763017365,2,True
9SNB,1.75,A1JOU,27,AAA,Other,1,cif,False,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,0,0,0,1,4,0,1,1,1,1,0,0,1,1,2,0,2,2,2,3,0,0,0,1,1,10.953781127929688,6.781961441040039,8.57073974609375,5.606101036071777,10.027382850646973,,0,False
32QP,2.1,A1KEH,27,A,Transferase(other),1,cif,False,True,True,True,True,False,False,False,False,True,False,True,True,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,0,1,2,3,4,0,0,0,0,1,0,1,1,5,5,0,0,2,3,3,0,0,0,1,4,6.111266136169434,14.029492378234863,7.814652919769287,8.235674858093262,10.029635429382324,171.9348340675279,2,True
13TZ,1.71,FIC,13,B,Other,2,pdb,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,3,4,6,0,0,0,2,3,14.224331855773926,,10.205307006835938,7.35528564453125,10.518987655639648,,0,False
9Z5M,1.9,A1C03,26,A,Other,1,cif,False,True,True,True,True,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,0,1,1,3,4,0,0,1,2,2,0,0,1,1,5,0,0,1,1,1,1,2,3,4,8,6.447261333465576,8.109501838684082,8.005365371704102,9.937616348266602,4.595736503601074,2.0478276955728987,1,True
9Z36,2.16,DGD,66,A,Other,40,pdb,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,0,0,0,0,2,0,0,0,1,1,0,0,1,4,4,0,0,0,0,3,0,0,0,1,2,14.328941345214844,10.65415859222412,8.493775367736816,12.377167701721191,11.41828727722168,,0,False
