uniprot_id,entry_id,gene,protein_name,length,subcellular_location,ensembl_ids,n_binding_sites,binding_sites,keywords,disease,n_transmem
Q13421,MSLN_HUMAN,MSLN,Mesothelin,622,Cell membrane; Golgi apparatus; Secreted; Secreted;,ENST00000382862.7;ENST00000545450.7;ENST00000563941.5;ENST00000566549.5;ENST00000908580.1;ENST00000908582.1;ENST00000908583.1;ENST00000908584.1;ENST00000908585.1;ENST00000908587.1;ENST00000908610.1;ENST00000908611.1;ENST00000908618.1;ENST00000908620.1;ENST00000908621.1;ENST00000908622.1;ENST00000908624.1;ENST00000908625.1;ENST00000908629.1;ENST00000963887.1,0,,3D-structure;Alternative splicing;Cell adhesion;Cell membrane;Cleavage on pair of basic residues;Direct protein sequencing;Disulfide bond;Glycoprotein;Golgi apparatus;GPI-anchor;Lipoprotein;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Secreted;Signal,;,0
Q2TAL8,QRIC1_HUMAN,QRICH1,Transcriptional regulator QRICH1,776,Nucleus; Chromosome; Cytoplasm; Cell membrane;,ENST00000357496.6;ENST00000395443.7;ENST00000411682.2;ENST00000424300.5;ENST00000703871.1;ENST00000703942.1;ENST00000887075.1;ENST00000887076.1;ENST00000887078.1;ENST00000887079.1;ENST00000887080.1;ENST00000887081.1;ENST00000887083.1;ENST00000887085.1;ENST00000939602.1;ENST00000939607.1;ENST00000939608.1;ENST00000939609.1;ENST00000971842.1,0,,3D-structure;Acetylation;Cell membrane;Chromosome;Cytoplasm;Disease variant;Intellectual disability;Isopeptide bond;Membrane;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Transcription;Transcription regulation;Ubl conjugation;Unfolded protein response,Ververi-Brady syndrome 1;,0
Q6H3X3,ULBP5_HUMAN,RAET1G,UL-16 binding protein 5,334,Cell membrane; Endoplasmic reticulum; Secreted;,ENST00000367360.7;ENST00000367361.6,0,,Alternative splicing;Cell membrane;Disulfide bond;Endoplasmic reticulum;Glycoprotein;GPI-anchor;Host-virus interaction;Immunity;Lipoprotein;Membrane;Proteomics identification;Reference proteome;Secreted;Signal;Transmembrane;Transmembrane helix,,1
Q92609,TBCD5_HUMAN,TBC1D5,TBC1 domain family member 5,795,"Endosome membrane; Cytoplasmic vesicle, autophagosome;",ENST00000253692.11;ENST00000429383.8;ENST00000446818.6;ENST00000696125.1;ENST00000907029.1;ENST00000907031.1;ENST00000907032.1;ENST00000907033.1;ENST00000907034.1;ENST00000907035.1;ENST00000907036.1;ENST00000907037.1;ENST00000907038.1;ENST00000907039.1;ENST00000907040.1;ENST00000907041.1;ENST00000907042.1;ENST00000907043.1;ENST00000907044.1;ENST00000907045.1;ENST00000907046.1;ENST00000907048.1;ENST00000907049.1;ENST00000907050.1;ENST00000907051.1;ENST00000907052.1;ENST00000965796.1;ENST00000965797.1;ENST00000965798.1;ENST00000965799.1;ENST00000965800.1;ENST00000965802.1;ENST00000965803.1;ENST00000965804.1;ENST00000965805.1;ENST00000965806.1;ENST00000965808.1;ENST00000965809.1;ENST00000965810.1;ENST00000965811.1;ENST00000965812.1;ENST00000965813.1;ENST00000965814.1,0,,3D-structure;Alternative splicing;Autophagy;Cytoplasmic vesicle;Endosome;GTPase activation;Membrane;Phosphoprotein;Protein transport;Proteomics identification;Reference proteome;Transport,,0
Q9ULU8,CAPS1_HUMAN,CADPS,Calcium-dependent secretion activator 1,1353,"Synapse; Cytoplasmic vesicle, secretory vesicle, neuronal dense core vesicle membrane;",ENST00000283269.13;ENST00000357948.7;ENST00000383710.9;ENST00000490353.2,0,,3D-structure;Alternative splicing;Calcium;Cytoplasmic vesicle;Exocytosis;Lipid-binding;Membrane;Metal-binding;Phosphoprotein;Protein transport;Proteomics identification;Reference proteome;Synapse;Transport,,0
P10523,ARRS_HUMAN,SAG,S-arrestin,405,"Cell projection, cilium, photoreceptor outer segment; Membrane;",ENST00000409110.6;ENST00000631149.3,0,,Cell projection;Congenital stationary night blindness;Disease variant;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Retinitis pigmentosa,"Night blindness, congenital stationary, Oguchi type 1; Retinitis pigmentosa 47; Retinitis pigmentosa 96;",0
P16150,LEUK_HUMAN,SPN,Leukosialin,400,"Membrane; Cell projection, microvillus; Cell projection, uropodium; Nucleus; Nucleus, PML body;",ENST00000360121.4;ENST00000395389.2;ENST00000563039.2;ENST00000652691.1;ENST00000858181.1;ENST00000858182.1;ENST00000963399.1,0,,Cell projection;Direct protein sequencing;Glycoprotein;Membrane;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Signal;Transmembrane;Transmembrane helix;Ubl conjugation,,1
Q86YT6,MIB1_HUMAN,MIB1,E3 ubiquitin-protein ligase MIB1,1006,"Cytoplasm; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite; Cell membrane;",ENST00000261537.7,8,85:Zn(2+);88:Zn(2+);100:Zn(2+);103:Zn(2+);109:Zn(2+);112:Zn(2+);118:Zn(2+);122:Zn(2+),3D-structure;ANK repeat;Cardiomyopathy;Cell membrane;Coiled coil;Cytoplasm;Cytoskeleton;Disease variant;Membrane;Metal-binding;Notch signaling pathway;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Transferase;Ubl conjugation;Ubl conjugation pathway;Zinc;Zinc-finger,Left ventricular non-compaction 7;,0
Q9H082,RB33B_HUMAN,RAB33B,Ras-related protein Rab-33B,229,"Golgi apparatus membrane; Golgi apparatus, cis-Golgi network; Preautophagosomal structure membrane;",ENST00000305626.6;ENST00000873886.1;ENST00000930373.1,17,43:GTP;44:GTP;45:GTP;46:GTP;47:GTP;47:Mg(2+);48:GTP;62:GTP;65:GTP;65:Mg(2+);88:Mg(2+);91:GTP;148:GTP;149:GTP;151:GTP;179:GTP;180:GTP,3D-structure;Autophagy;Disease variant;Dwarfism;Golgi apparatus;GTP-binding;Hydrolase;Lipoprotein;Membrane;Methylation;Nucleotide-binding;Prenylation;Protein transport;Proteomics identification;Reference proteome;Transport,Smith-McCort dysplasia 2;,0
Q13325,IFIT5_HUMAN,IFIT5,Interferon-induced protein with tetratricopeptide repeats 5,482,"Cell projection, ruffle membrane;",ENST00000371795.5;ENST00000681348.1,0,,3D-structure;Alternative splicing;Antiviral defense;Cell membrane;Cell projection;Immunity;Innate immunity;Membrane;Proteomics identification;Reference proteome;Repeat;RNA-binding;TPR repeat;tRNA-binding,,0
Q8N1I0,DOCK4_HUMAN,DOCK4,Dedicator of cytokinesis protein 4,1966,"Cell membrane; Cell projection; Cytoplasm, cytosol;",ENST00000428084.6;ENST00000437633.6,0,,Alternative splicing;Cell membrane;Cell projection;Cytoplasm;Guanine-nucleotide releasing factor;Membrane;Phosphoprotein;Proteomics identification;Proto-oncogene;Reference proteome;SH3 domain;SH3-binding,,0
Q9NQZ5,STAR7_HUMAN,STARD7,"StAR-related lipid transfer protein 7, mitochondrial",370,"Mitochondrion outer membrane; Mitochondrion intermembrane space; Cytoplasm, cytosol;",ENST00000337288.10,0,,Coiled coil;Cytoplasm;Membrane;Mitochondrion;Mitochondrion outer membrane;Proteomics identification;Reference proteome;Transit peptide;Transmembrane;Transmembrane helix,,1
O60763,USO1_HUMAN,USO1,General vesicular transport factor p115,962,"Cytoplasm, cytosol; Golgi apparatus membrane;",ENST00000264904.8;ENST00000514213.7,0,,3D-structure;Acetylation;Alternative splicing;Coiled coil;Cytoplasm;ER-Golgi transport;Golgi apparatus;Membrane;Phosphoprotein;Protein transport;Proteomics identification;Reference proteome;Repeat;Transport,,0
P56159,GFRA1_HUMAN,GFRA1,GDNF family receptor alpha-1,465,"Cell membrane; Golgi apparatus, trans-Golgi network; Endosome; Endosome, multivesicular body;",ENST00000355422.11;ENST00000369234.5;ENST00000369236.5;ENST00000439649.8;ENST00000682743.1;ENST00000684105.1;ENST00000861432.1;ENST00000861433.1;ENST00000861434.1;ENST00000861435.1;ENST00000861437.1;ENST00000952622.1;ENST00000952623.1,0,,3D-structure;Alternative splicing;Cell membrane;Disease variant;Disulfide bond;Endosome;Glycoprotein;Golgi apparatus;GPI-anchor;Lipoprotein;Membrane;Proteomics identification;Receptor;Reference proteome;Repeat;Signal,Renal hypodysplasia/aplasia 4;,0
Q04721,NOTC2_HUMAN,NOTCH2,Neurogenic locus notch homolog protein 2,2471,Cell membrane; Nucleus; Cytoplasm;,ENST00000256646.7,0,,3D-structure;Activator;ANK repeat;Cell membrane;Cytoplasm;Developmental protein;Differentiation;Disease variant;Disulfide bond;EGF-like domain;Glycoprotein;Membrane;Notch signaling pathway;Nucleus;Osteoporosis;Phosphoprotein;Proteomics identification;Receptor;Reference proteome;Repeat;Signal;Transcription;Transcription regulation;Transmembrane;Transmembrane helix;Ubl conjugation,Alagille syndrome 2; Hajdu-Cheney syndrome;,1
Q6ZNL6,FGD5_HUMAN,FGD5,"FYVE, RhoGEF and PH domain-containing protein 5",1462,"Cytoplasm, cytoskeleton; Cell projection, ruffle membrane; Endoplasmic reticulum; Golgi apparatus; Early endosome;",ENST00000285046.10,8,1248:Zn(2+);1251:Zn(2+);1264:Zn(2+);1267:Zn(2+);1272:Zn(2+);1275:Zn(2+);1293:Zn(2+);1296:Zn(2+),3D-structure;Alternative splicing;Cell membrane;Cell projection;Cytoplasm;Cytoskeleton;Endoplasmic reticulum;Endosome;Golgi apparatus;Guanine-nucleotide releasing factor;Membrane;Metal-binding;Proteomics identification;Reference proteome;Repeat;Zinc;Zinc-finger,,0
Q96N96,SPT13_HUMAN,SPATA13,Spermatogenesis-associated protein 13,652,"Cytoplasm; Cell projection, filopodium; Cell projection, lamellipodium; Cell projection, ruffle membrane; Cell projection, podosome;",ENST00000343003.10;ENST00000382095.8;ENST00000382108.8;ENST00000399949.6;ENST00000424834.6,0,,Alternative splicing;Cell junction;Cell membrane;Cell projection;Cytoplasm;Guanine-nucleotide releasing factor;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;SH3 domain,,0
Q99755,PI51A_HUMAN,PIP5K1A,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha,562,"Cell membrane; Cytoplasm; Nucleus; Nucleus speckle; Cell projection, ruffle; Cell projection, lamellipodium;",ENST00000349792.9;ENST00000368888.9;ENST00000368890.8;ENST00000441902.6,0,,Alternative splicing;ATP-binding;Cell membrane;Cell projection;Cytoplasm;Isopeptide bond;Kinase;Lipid metabolism;Membrane;Nucleotide-binding;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Transferase;Ubl conjugation,,0
Q9GZV4,IF5A2_HUMAN,EIF5A2,Eukaryotic translation initiation factor 5A-2,153,Cytoplasm; Nucleus; Endoplasmic reticulum membrane;,ENST00000295822.7,0,,Acetylation;Cytoplasm;Elongation factor;Endoplasmic reticulum;Hypusine;Membrane;Nucleus;Protein biosynthesis;Proteomics identification;Reference proteome;RNA-binding,,0
P20337,RAB3B_HUMAN,RAB3B,Ras-related protein Rab-3B,219,Cell membrane; Golgi apparatus;,ENST00000371655.4;ENST00000900195.1;ENST00000921975.1;ENST00000941606.1;ENST00000941607.1,29,31:GTP;32:GDP;32:GTP;33:GTP;34:GDP;34:GTP;35:GDP;35:GTP;36:GDP;36:GTP;36:Mg(2+);37:GDP;37:GTP;49:GTP;53:GTP;54:Mg(2+);77:Mg(2+);80:GTP;135:GDP;135:GTP;136:GDP;136:GTP;138:GDP;138:GTP;139:GDP;166:GDP;166:GTP;167:GDP;167:GTP,3D-structure;Acetylation;Cell membrane;Golgi apparatus;GTP-binding;Hydrolase;Lipoprotein;Membrane;Methylation;Nucleotide-binding;Phosphoprotein;Prenylation;Protein transport;Proteomics identification;Reference proteome;Transport,,0
Q07666,KHDR1_HUMAN,KHDRBS1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",443,Nucleus; Cytoplasm; Membrane;,ENST00000327300.12;ENST00000492989.1,0,,3D-structure;Acetylation;Alternative splicing;Cell cycle;Cytoplasm;Direct protein sequencing;Isopeptide bond;Membrane;Methylation;mRNA processing;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;RNA-binding;SH3-binding;Transcription;Transcription regulation;Ubl conjugation,,0
Q15669,RHOH_HUMAN,RHOH,Rho-related GTP-binding protein RhoH,191,Cytoplasm; Cell membrane;,ENST00000381799.10;ENST00000503754.6;ENST00000503941.6;ENST00000503978.2;ENST00000505618.6;ENST00000507851.6;ENST00000508513.6;ENST00000511121.6;ENST00000511967.6;ENST00000513894.6;ENST00000515503.6;ENST00000515702.2;ENST00000515718.6;ENST00000614836.2;ENST00000908158.1;ENST00000908159.1;ENST00000908160.1;ENST00000908161.1;ENST00000908162.1;ENST00000908163.1;ENST00000908164.1;ENST00000919405.1;ENST00000919406.1;ENST00000919407.1;ENST00000962316.1;ENST00000962317.1,12,14:GTP;16:GTP;17:GTP;18:GTP;18:Mg(2+);33:GTP;36:GTP;36:Mg(2+);58:Mg(2+);61:GTP;119:GTP;153:GTP,Cell membrane;Chromosomal rearrangement;Cytoplasm;Disease variant;GTP-binding;Hydrolase;Lipoprotein;Magnesium;Membrane;Metal-binding;Methylation;Nucleotide-binding;Phosphoprotein;Prenylation;Proteomics identification;Reference proteome,; Immunodeficiency 129;,0
Q12980,NPRL3_HUMAN,NPRL3,GATOR1 complex protein NPRL3,569,Lysosome membrane;,ENST00000611875.5;ENST00000882131.1;ENST00000882133.1;ENST00000882134.1;ENST00000882135.1;ENST00000882136.1;ENST00000882139.1;ENST00000882141.1;ENST00000882142.1;ENST00000882148.1;ENST00000882152.1;ENST00000882162.1;ENST00000882163.1;ENST00000882168.1;ENST00000882170.1;ENST00000921446.1,0,,3D-structure;Disease variant;Epilepsy;GTPase activation;Lysosome;Membrane;Phosphoprotein;Proteomics identification;Reference proteome,"; Epilepsy, familial focal, with variable foci 3;",0
Q14721,KCNB1_HUMAN,KCNB1,Potassium voltage-gated channel subfamily B member 1,858,"Cell membrane; Perikaryon; Cell projection, axon; Cell projection, dendrite; Membrane; Postsynaptic cell membrane; Synapse; Synapse, synaptosome; Lateral cell membrane; Cell membrane, sarcolemma;",ENST00000371741.6;ENST00000635465.1,0,,3D-structure;Cell membrane;Cell projection;Disease variant;Epilepsy;Exocytosis;Ion channel;Ion transport;Isopeptide bond;Membrane;Phosphoprotein;Postsynaptic cell membrane;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Synapse;Synaptosome;Transmembrane;Transmembrane helix;Transport;Ubl conjugation;Voltage-gated channel,Developmental and epileptic encephalopathy 26;,6
O75154,RFIP3_HUMAN,RAB11FIP3,Rab11 family-interacting protein 3,756,"Endosome membrane; Recycling endosome membrane; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cleavage furrow; Midbody; Golgi apparatus membrane; Golgi apparatus, trans-Golgi network membrane;",ENST00000262305.9;ENST00000434585.6;ENST00000450428.5;ENST00000610934.1;ENST00000611004.4,7,215:Ca(2+);217:Ca(2+);219:Ca(2+);226:Ca(2+);247:Ca(2+);249:Ca(2+);258:Ca(2+),3D-structure;Alternative splicing;Calcium;Cell cycle;Cell division;Coiled coil;Cytoplasm;Cytoskeleton;Endosome;Golgi apparatus;Membrane;Metal-binding;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Transport,,0
Q13332,PTPRS_HUMAN,PTPRS,Receptor-type tyrosine-protein phosphatase S,1948,"Cell membrane; Cell projection, axon; Perikaryon; Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane; Synapse, synaptosome; Postsynaptic density; Cell projection, neuron projection; Cell projection, growth cone;",ENST00000262963.11;ENST00000587303.5;ENST00000588012.5;ENST00000592099.5,3,1557:substrate;1589:substrate;1633:substrate,3D-structure;Alternative splicing;Cell adhesion;Cell membrane;Cell projection;Cytoplasmic vesicle;Disulfide bond;Glycoprotein;Heparin-binding;Hydrolase;Immunoglobulin domain;Membrane;Protein phosphatase;Proteomics identification;Receptor;Reference proteome;Repeat;Signal;Synapse;Synaptosome;Transmembrane;Transmembrane helix,,1
Q5BJD5,TM41B_HUMAN,TMEM41B,Transmembrane protein 41B,291,Endoplasmic reticulum membrane; Endomembrane system; Cytoplasm;,ENST00000299596.8;ENST00000524543.5;ENST00000528080.6;ENST00000533723.1;ENST00000611268.4,0,,Alternative splicing;Autophagy;Cytoplasm;Endoplasmic reticulum;Host-virus interaction;Lipid transport;Membrane;Neurogenesis;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport,,6
O14512,SOCS7_HUMAN,SOCS7,Suppressor of cytokine signaling 7,581,Cytoplasm; Nucleus; Cell membrane;,ENST00000615473.2;ENST00000665913.1,0,,Alternative splicing;Cell membrane;Cytoplasm;Growth regulation;Membrane;Nucleus;Proteomics identification;Reference proteome;SH2 domain;Signal transduction inhibitor;Ubl conjugation pathway,,0
P29965,CD40L_HUMAN,CD40LG,CD40 ligand,261,Cell membrane; Cell surface; Secreted;,ENST00000370629.7,0,,3D-structure;Cell membrane;Cytokine;Direct protein sequencing;Disease variant;Disulfide bond;Glycoprotein;Membrane;Proteomics identification;Reference proteome;Secreted;Signal-anchor;Transmembrane;Transmembrane helix,"Immunodeficiency with hyper-IgM, type 1;",1
Q9C0E8,LNP_HUMAN,LNPK,Endoplasmic reticulum junction formation protein lunapark,428,Endoplasmic reticulum membrane;,ENST00000272748.9;ENST00000409660.5;ENST00000544803.5;ENST00000878296.1,0,,Alternative splicing;Coiled coil;Developmental protein;Disease variant;Endoplasmic reticulum;Epilepsy;Intellectual disability;Lipoprotein;Membrane;Metal-binding;Myristate;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Zinc;Zinc-finger,Neurodevelopmental disorder with epilepsy and hypoplasia of the corpus callosum;,2
O60271,JIP4_HUMAN,SPAG9,C-Jun-amino-terminal kinase-interacting protein 4,1321,"Cytoplasm; Cytoplasm, perinuclear region; Lysosome membrane; Cytoplasmic vesicle, secretory vesicle, acrosome;",ENST00000262013.12;ENST00000357122.8;ENST00000505279.5;ENST00000510283.5,0,,3D-structure;Acetylation;Alternative splicing;Coiled coil;Cytoplasm;Cytoplasmic vesicle;Lysosome;Membrane;Phosphoprotein;Proteomics identification;Reference proteome,,0
Q6T4R5,NHS_HUMAN,NHS,Actin remodeling regulator NHS,1651,"Apical cell membrane; Cell projection, lamellipodium; Cell junction, tight junction; Cell junction, focal adhesion; Cytoplasm;",ENST00000380060.7;ENST00000398097.7;ENST00000676302.1,0,,Alternative splicing;Cataract;Cell junction;Cell membrane;Cell projection;Cytoplasm;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Tight junction,Nance-Horan syndrome; Cataract 40;,0
Q96NY8,NECT4_HUMAN,NECTIN4,Nectin-4,510,"Cell membrane; Cell junction, adherens junction; Secreted;",ENST00000368012.4;ENST00000968999.1,0,,3D-structure;Alternative splicing;Cell adhesion;Cell junction;Cell membrane;Disease variant;Disulfide bond;Ectodermal dysplasia;Glycoprotein;Host cell receptor for virus entry;Host-virus interaction;Immunoglobulin domain;Membrane;Proteomics identification;Receptor;Reference proteome;Repeat;Secreted;Signal;Transmembrane;Transmembrane helix,Ectodermal dysplasia-syndactyly syndrome 1;,1
Q9UDY2,ZO2_HUMAN,TJP2,Tight junction protein 2,1190,"Cell junction, adherens junction; Cell membrane; Cell junction, tight junction; Nucleus;",ENST00000348208.9;ENST00000377245.9;ENST00000535702.6;ENST00000539225.2,0,,3D-structure;Alternative promoter usage;Alternative splicing;Cell junction;Cell membrane;Disease variant;Intrahepatic cholestasis;Membrane;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;SH3 domain;Tight junction,"Hypercholanemia, familial, 1; Cholestasis, progressive familial intrahepatic, 4;",0
P61266,STX1B_HUMAN,STX1B,Syntaxin-1B,288,"Membrane; Nucleus; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cytoplasm, cytoskeleton, spindle;",ENST00000215095.11;ENST00000565419.2,0,,Alternative splicing;Coiled coil;Cytoplasm;Cytoskeleton;Disease variant;Epilepsy;Membrane;Neurotransmitter transport;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport,Generalized epilepsy with febrile seizures plus 9;,1
Q14315,FLNC_HUMAN,FLNC,Filamin-C,2725,"Cytoplasm; Membrane; Cytoplasm, cytoskeleton; Cytoplasm, myofibril, sarcomere, Z line;",ENST00000325888.13;ENST00000346177.6,0,,3D-structure;Actin-binding;Alternative splicing;Cardiomyopathy;Cytoplasm;Cytoskeleton;Direct protein sequencing;Disease variant;Membrane;Methylation;Myofibrillar myopathy;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Ubl conjugation,"Myopathy, myofibrillar, 5; Myopathy, distal, 4; Cardiomyopathy, familial hypertrophic, 26; Cardiomyopathy, familial restrictive 5;",0
Q8IXA5,SACA3_HUMAN,SPACA3,Sperm acrosome membrane-associated protein 3,215,"Cytoplasmic vesicle, secretory vesicle, acrosome membrane; Secreted;",ENST00000269053.8;ENST00000580599.5,0,,Alternative splicing;Cytoplasmic vesicle;Direct protein sequencing;Disulfide bond;Membrane;Proteomics identification;Reference proteome;Secreted;Signal-anchor;Transmembrane;Transmembrane helix,,1
Q9BZL6,KPCD2_HUMAN,PRKD2,Serine/threonine-protein kinase D2,878,"Cytoplasm; Cell membrane; Nucleus; Golgi apparatus, trans-Golgi network;",ENST00000291281.9;ENST00000433867.5;ENST00000595515.5;ENST00000600194.5;ENST00000601806.5;ENST00000869062.1,2,557:ATP;580:ATP,3D-structure;Adaptive immunity;Alternative splicing;Angiogenesis;ATP-binding;Cell adhesion;Cell membrane;Cytoplasm;Golgi apparatus;Immunity;Kinase;Magnesium;Membrane;Metal-binding;Nucleotide-binding;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Serine/threonine-protein kinase;Transferase;Zinc;Zinc-finger,,0
P39877,PA2G5_HUMAN,PLA2G5,Phospholipase A2 group V,138,"Secreted; Cell membrane; Cytoplasmic vesicle, phagosome; Recycling endosome; Golgi apparatus, cis-Golgi network; Golgi apparatus, trans-Golgi network;",ENST00000375108.4;ENST00000894073.1;ENST00000894074.1;ENST00000894075.1;ENST00000894076.1;ENST00000894077.1;ENST00000894078.1;ENST00000894079.1;ENST00000894080.1;ENST00000894081.1;ENST00000894082.1;ENST00000894083.1;ENST00000894084.1;ENST00000894085.1;ENST00000894086.1;ENST00000894087.1;ENST00000894088.1;ENST00000894089.1;ENST00000894090.1;ENST00000894091.1;ENST00000894092.1;ENST00000894093.1;ENST00000894094.1;ENST00000894095.1;ENST00000894096.1;ENST00000962155.1;ENST00000962156.1;ENST00000962157.1;ENST00000962158.1;ENST00000962159.1;ENST00000962160.1;ENST00000962162.1;ENST00000962163.1;ENST00000962164.1;ENST00000962165.1;ENST00000962166.1;ENST00000962167.1;ENST00000962168.1;ENST00000962169.1;ENST00000962170.1;ENST00000962171.1;ENST00000962172.1;ENST00000962173.1;ENST00000962174.1;ENST00000962175.1;ENST00000962176.1;ENST00000962177.1;ENST00000962178.1,4,47:Ca(2+);49:Ca(2+);51:Ca(2+);68:Ca(2+),Calcium;Cell membrane;Cytoplasmic vesicle;Disease variant;Disulfide bond;Endosome;Fatty acid metabolism;Golgi apparatus;Hydrolase;Lipid degradation;Lipid metabolism;Membrane;Metal-binding;Phagocytosis;Phospholipid degradation;Phospholipid metabolism;Proteomics identification;Reference proteome;Secreted;Signal,"Fleck retina, familial benign;",0
Q8IWZ6,BBS7_HUMAN,BBS7,BBSome complex member BBS7,715,"Cell projection, cilium membrane; Cytoplasm; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite; Cytoplasm, cytoskeleton, cilium basal body;",ENST00000264499.9;ENST00000506636.1,0,,Acetylation;Alternative splicing;Bardet-Biedl syndrome;Cell membrane;Cell projection;Ciliopathy;Cilium;Cilium biogenesis/degradation;Cytoplasm;Cytoskeleton;Disease variant;Intellectual disability;Membrane;Obesity;Protein transport;Proteomics identification;Reference proteome;Sensory transduction;Transport;Vision,; Bardet-Biedl syndrome 7;,0
P14222,PERF_HUMAN,PRF1,Perforin-1,555,Cytolytic granule; Secreted; Cell membrane; Endosome lumen;,ENST00000373209.2;ENST00000441259.2;ENST00000862973.1;ENST00000862974.1;ENST00000945922.1,18,429:Ca(2+);430:Ca(2+);430:Ca(2+);430:Ca(2+);433:Ca(2+);434:Ca(2+);436:Ca(2+);436:Ca(2+);484:Ca(2+);484:Ca(2+);486:Ca(2+);486:Ca(2+);486:Ca(2+);486:Ca(2+);490:Ca(2+);491:Ca(2+);492:Ca(2+);492:Ca(2+),Calcium;Cell membrane;Cytolysis;Disease variant;Disulfide bond;EGF-like domain;Endosome;Familial hemophagocytic lymphohistiocytosis;Glycoprotein;Lysosome;Membrane;Metal-binding;Proteomics identification;Reference proteome;Secreted;Signal;Transmembrane;Transmembrane beta strand,"Hemophagocytic lymphohistiocytosis, familial, 2;",2
P31751,AKT2_HUMAN,AKT2,RAC-beta serine/threonine-protein kinase,481,Cytoplasm; Nucleus; Cell membrane; Early endosome;,ENST00000311278.10;ENST00000392038.7;ENST00000424901.5;ENST00000870030.1;ENST00000870031.1;ENST00000870032.1;ENST00000870033.1;ENST00000870034.1;ENST00000870035.1;ENST00000870036.1;ENST00000870037.1;ENST00000914212.1;ENST00000914213.1;ENST00000948930.1;ENST00000948931.1;ENST00000948932.1;ENST00000948933.1;ENST00000948934.1;ENST00000948935.1;ENST00000948936.1;ENST00000948937.1;ENST00000948938.1;ENST00000948939.1;ENST00000948940.1,4,158:ATP;181:ATP;280:Mn(2+);293:Mn(2+),3D-structure;Acetylation;Alternative splicing;Apoptosis;ATP-binding;Carbohydrate metabolism;Cell membrane;Cytoplasm;Developmental protein;Diabetes mellitus;Disease variant;Disulfide bond;Endosome;Glucose metabolism;Glycogen biosynthesis;Glycogen metabolism;Glycoprotein;Kinase;Manganese;Membrane;Metal-binding;Nucleotide-binding;Nucleus;Phosphoprotein;Proteomics identification;Proto-oncogene;Reference proteome;Serine/threonine-protein kinase;Sugar transport;Transferase;Translation regulation;Transport;Ubl conjugation,; Type 2 diabetes mellitus; Hypoinsulinemic hypoglycemia with hemihypertrophy;,0
O00291,HIP1_HUMAN,HIP1,Huntingtin-interacting protein 1,1037,"Cytoplasm; Nucleus; Endomembrane system; Cytoplasmic vesicle, clathrin-coated vesicle membrane;",ENST00000336926.11;ENST00000434438.6;ENST00000616821.4,0,,3D-structure;Actin-binding;Activator;Alternative splicing;Apoptosis;Chromosomal rearrangement;Coiled coil;Cytoplasm;Cytoplasmic vesicle;Differentiation;Endocytosis;Membrane;Neurodegeneration;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Transcription;Transcription regulation,;,0
O60941,DTNB_HUMAN,DTNB,Dystrobrevin beta,627,"Cytoplasm; Postsynaptic density; Cell projection, dendrite; Basal cell membrane; Postsynapse; Nucleus;",ENST00000404103.7;ENST00000405222.5;ENST00000406818.8;ENST00000407038.7;ENST00000407661.7;ENST00000953665.1;ENST00000953667.1;ENST00000953668.1;ENST00000953670.1,8,243:Zn(2+);246:Zn(2+);258:Zn(2+);261:Zn(2+);267:Zn(2+);270:Zn(2+);280:Zn(2+);284:Zn(2+),Acetylation;Alternative splicing;Cell membrane;Cell projection;Coiled coil;Cytoplasm;Membrane;Metal-binding;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Synapse;Zinc;Zinc-finger,,0
