uniprot_id,gene,protein_name,length,n_transmem,stratum,mean_plddt,frac_plddt70,n_surface_nuc,pocket_id,pocket_volume,n_tyr_8A,n_cys_8A,n_ser_8A,n_thr_8A,n_lys_8A,n_tyr_10A,n_cys_10A,n_ser_10A,n_thr_10A,n_lys_10A,best_nucleophile_type,best_nuc_dist,best_nuc_sasa,best_nuc_plddt,cancer_expression,cancer_high,cancer_specificity,cancer_distribution,max_frac_high,n_prognostic_significant,uniprot_cancer_annotation
Q6ZXV5,TMTC3,Protein O-mannosyl-transferase TMTC3,915,11,S4_multiTM,87.64,0.8754,173.0,2,1289.2,1,0,0,0,0,1,0,1,2,0,TYR,7.83,35.06,97.38,0.0,False,Low cancer specificity,Detected in all,0.16666666666666666,31.0,False
Q6ZXV5,TMTC3,Protein O-mannosyl-transferase TMTC3,915,11,S4_multiTM,87.64,0.8754,173.0,3,516.4,0,0,4,0,1,0,0,4,0,3,SER,5.14,87.22,53.06,0.0,False,Low cancer specificity,Detected in all,0.16666666666666666,31.0,False
Q70SY1,CREB3L2,Cyclic AMP-responsive element-binding protein 3-like protein 2,520,1,S1_cancer_TM,55.52,0.2058,147.0,1,438.8,0,0,0,0,0,0,0,0,0,0,,,,,0.0,True,Low cancer specificity,Detected in all,0.6,31.0,True
Q70SY1,CREB3L2,Cyclic AMP-responsive element-binding protein 3-like protein 2,520,1,S1_cancer_TM,55.52,0.2058,147.0,2,418.5,0,0,0,0,0,0,0,1,0,0,SER,8.58,100.81,48.59,0.0,True,Low cancer specificity,Detected in all,0.6,31.0,True
Q70SY1,CREB3L2,Cyclic AMP-responsive element-binding protein 3-like protein 2,520,1,S1_cancer_TM,55.52,0.2058,147.0,3,384.8,0,1,1,0,0,0,1,1,0,1,CYS,6.51,99.95,43.97,0.0,True,Low cancer specificity,Detected in all,0.6,31.0,True
Q7LC44,ARC,Activity-regulated cytoskeleton-associated protein,396,0,S5_peripheral,65.07,0.5556,78.0,1,13668.8,0,0,0,0,0,0,0,0,0,0,,,,,59.7,True,Cancer enriched,Detected in many,0.0,14.0,False
Q7LC44,ARC,Activity-regulated cytoskeleton-associated protein,396,0,S5_peripheral,65.07,0.5556,78.0,2,246.4,0,0,0,0,2,0,0,0,0,2,LYS,3.54,72.83,83.12,59.7,True,Cancer enriched,Detected in many,0.0,14.0,False
Q7LC44,ARC,Activity-regulated cytoskeleton-associated protein,396,0,S5_peripheral,65.07,0.5556,78.0,3,246.4,1,0,0,0,0,1,0,0,0,0,TYR,4.57,216.91,28.53,59.7,True,Cancer enriched,Detected in many,0.0,14.0,False
Q86UF2,CTAGE6,cTAGE family member 6,777,1,S3_singleTM,68.69,0.5393,173.0,1,12477.4,1,0,0,0,0,1,0,0,1,0,TYR,3.77,125.67,96.75,0.0,True,Not detected,Not detected,1.0,2.0,False
Q86UF2,CTAGE6,cTAGE family member 6,777,1,S3_singleTM,68.69,0.5393,173.0,2,7165.1,0,0,0,0,0,0,0,0,0,0,,,,,0.0,True,Not detected,Not detected,1.0,2.0,False
Q86UF2,CTAGE6,cTAGE family member 6,777,1,S3_singleTM,68.69,0.5393,173.0,3,4951.1,0,0,0,0,0,0,0,0,0,0,,,,,0.0,True,Not detected,Not detected,1.0,2.0,False
Q8IUH5,ZDHHC17,Palmitoyltransferase ZDHHC17,632,6,S1_cancer_TM,87.43,0.8782,122.0,1,14654.2,0,0,0,1,0,0,0,2,3,0,THR,6.8,73.09,91.38,0.0,True,Low cancer specificity,Detected in all,0.8181818181818182,31.0,True
Q8IUH5,ZDHHC17,Palmitoyltransferase ZDHHC17,632,6,S1_cancer_TM,87.43,0.8782,122.0,2,432.0,0,0,0,1,1,0,0,0,1,1,THR,3.8,37.3,95.0,0.0,True,Low cancer specificity,Detected in all,0.8181818181818182,31.0,True
Q8IUH5,ZDHHC17,Palmitoyltransferase ZDHHC17,632,6,S1_cancer_TM,87.43,0.8782,122.0,3,273.4,1,0,0,1,1,1,0,0,1,1,TYR,7.89,66.88,90.5,0.0,True,Low cancer specificity,Detected in all,0.8181818181818182,31.0,True
Q8IUN9,CLEC10A,C-type lectin domain family 10 member A,316,1,S3_singleTM,80.41,0.7563,70.0,1,1221.8,0,0,0,0,0,0,0,1,1,0,THR,8.0,96.87,54.59,0.0,False,Low cancer specificity,Detected in many,0.0,30.0,False
Q8IUN9,CLEC10A,C-type lectin domain family 10 member A,316,1,S3_singleTM,80.41,0.7563,70.0,2,685.1,0,3,0,3,0,0,3,1,4,2,CYS,0.71,19.54,89.12,0.0,False,Low cancer specificity,Detected in many,0.0,30.0,False
Q8IUN9,CLEC10A,C-type lectin domain family 10 member A,316,1,S3_singleTM,80.41,0.7563,70.0,3,303.8,0,0,0,1,0,1,0,0,2,0,TYR,9.4,212.07,37.69,0.0,False,Low cancer specificity,Detected in many,0.0,30.0,False
Q8IUW5,RELL1,RELT-like protein 1,271,1,S3_singleTM,60.29,0.2362,67.0,1,6523.9,0,0,1,2,0,0,0,1,2,1,SER,2.62,73.28,70.31,0.0,True,Low cancer specificity,Detected in all,0.5,31.0,False
Q8IUW5,RELL1,RELT-like protein 1,271,1,S3_singleTM,60.29,0.2362,67.0,2,688.5,1,0,1,1,0,1,0,2,1,0,TYR,6.16,149.34,89.44,0.0,True,Low cancer specificity,Detected in all,0.5,31.0,False
Q8IUW5,RELL1,RELT-like protein 1,271,1,S3_singleTM,60.29,0.2362,67.0,3,381.4,0,0,0,0,0,0,1,0,0,0,CYS,9.96,56.32,93.19,0.0,True,Low cancer specificity,Detected in all,0.5,31.0,False
Q8IVJ8,APRG1,APRG1 tumor suppressor candidate,170,1,S1_cancer_TM,42.94,0.0059,34.0,1,7711.9,0,0,0,0,0,0,0,1,2,0,THR,8.4,100.86,50.31,,False,,,,,True
Q8IVJ8,APRG1,APRG1 tumor suppressor candidate,170,1,S1_cancer_TM,42.94,0.0059,34.0,2,243.0,0,0,0,1,2,0,0,0,1,2,LYS,5.15,195.11,41.16,,False,,,,,True
Q8IVU1,IGDCC3,Immunoglobulin superfamily DCC subclass member 3,814,1,S3_singleTM,74.41,0.7064,140.0,1,1535.6,0,0,0,0,0,0,0,0,0,0,,,,,10.7,True,Group enriched,Detected in some,0.0,8.0,False
Q8IVU1,IGDCC3,Immunoglobulin superfamily DCC subclass member 3,814,1,S3_singleTM,74.41,0.7064,140.0,2,1110.4,0,0,0,1,1,0,0,0,1,1,THR,2.41,41.04,90.81,10.7,True,Group enriched,Detected in some,0.0,8.0,False
Q8IVU1,IGDCC3,Immunoglobulin superfamily DCC subclass member 3,814,1,S3_singleTM,74.41,0.7064,140.0,3,907.9,0,0,0,0,0,0,0,0,0,0,,,,,10.7,True,Group enriched,Detected in some,0.0,8.0,False
Q8IYU2,HACE1,E3 ubiquitin-protein ligase HACE1,909,0,S5_peripheral,83.55,0.8438,158.0,1,11984.6,0,0,0,0,1,1,0,1,0,1,TYR,8.28,82.92,79.94,0.0,False,Low cancer specificity,Detected in many,0.0,30.0,False
Q8IYU2,HACE1,E3 ubiquitin-protein ligase HACE1,909,0,S5_peripheral,83.55,0.8438,158.0,2,995.6,0,1,1,0,0,0,1,1,0,0,SER,6.67,49.57,95.5,0.0,False,Low cancer specificity,Detected in many,0.0,30.0,False
Q8IYU2,HACE1,E3 ubiquitin-protein ligase HACE1,909,0,S5_peripheral,83.55,0.8438,158.0,3,712.1,0,0,0,0,0,1,0,1,0,0,TYR,9.15,28.26,92.75,0.0,False,Low cancer specificity,Detected in many,0.0,30.0,False
Q8IZV2,CMTM8,CKLF-like MARVEL transmembrane domain-containing protein 8,173,4,S4_multiTM,77.65,0.711,39.0,1,212.6,2,0,1,2,0,2,0,1,4,0,TYR,4.6,44.45,77.69,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q8N565,MREG,Melanoregulin,214,0,S5_peripheral,71.92,0.5888,50.0,1,1761.8,0,0,1,2,1,1,0,1,3,1,TYR,9.34,191.17,39.38,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q8N565,MREG,Melanoregulin,214,0,S5_peripheral,71.92,0.5888,50.0,2,486.0,0,0,4,1,0,0,0,4,2,1,SER,1.84,15.26,53.12,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q8N5S1,SLC25A41,Mitochondrial carrier protein SCaMC-3L,370,6,S4_multiTM,72.97,0.6811,68.0,1,6375.4,1,0,1,0,0,1,1,2,0,0,TYR,7.06,98.64,34.88,0.0,False,Not detected,Not detected,0.0,0.0,False
Q8N5S1,SLC25A41,Mitochondrial carrier protein SCaMC-3L,370,6,S4_multiTM,72.97,0.6811,68.0,2,408.4,1,0,0,1,0,1,0,1,2,0,TYR,6.49,106.5,85.19,0.0,False,Not detected,Not detected,0.0,0.0,False
Q8N5S1,SLC25A41,Mitochondrial carrier protein SCaMC-3L,370,6,S4_multiTM,72.97,0.6811,68.0,3,232.9,0,0,0,3,3,0,0,0,4,4,LYS,3.68,37.97,91.88,0.0,False,Not detected,Not detected,0.0,0.0,False
Q8N5V2,NGEF,Ephexin-1,710,0,S5_peripheral,71.48,0.6085,142.0,1,1366.9,0,0,0,0,1,1,0,1,0,3,TYR,8.28,40.12,96.81,58.2,True,Cancer enhanced,Detected in many,0.08333333333333333,30.0,False
Q8N5V2,NGEF,Ephexin-1,710,0,S5_peripheral,71.48,0.6085,142.0,2,779.6,0,0,0,0,0,0,0,0,0,0,,,,,58.2,True,Cancer enhanced,Detected in many,0.08333333333333333,30.0,False
Q8N5V2,NGEF,Ephexin-1,710,0,S5_peripheral,71.48,0.6085,142.0,3,668.2,0,0,0,3,0,0,0,1,3,0,THR,3.66,73.85,56.28,58.2,True,Cancer enhanced,Detected in many,0.08333333333333333,30.0,False
Q8N653,LZTR1,Leucine-zipper-like transcriptional regulator 1,840,0,S2_cancer_nonTM,80.01,0.8,150.0,1,16031.2,0,1,1,0,1,0,1,1,1,1,CYS,2.72,34.32,74.25,0.0,False,Low cancer specificity,Detected in all,0.08333333333333333,31.0,True
Q8N653,LZTR1,Leucine-zipper-like transcriptional regulator 1,840,0,S2_cancer_nonTM,80.01,0.8,150.0,2,1957.5,0,0,0,0,1,0,1,0,0,1,LYS,6.08,52.67,95.44,0.0,False,Low cancer specificity,Detected in all,0.08333333333333333,31.0,True
Q8N653,LZTR1,Leucine-zipper-like transcriptional regulator 1,840,0,S2_cancer_nonTM,80.01,0.8,150.0,3,351.0,3,0,0,0,1,5,0,0,0,1,TYR,4.49,32.15,95.62,0.0,False,Low cancer specificity,Detected in all,0.08333333333333333,31.0,True
Q8N9I5,FADS6,Fatty acid desaturase 6,368,6,S4_multiTM,90.59,0.8904,46.0,1,776.2,1,0,0,1,0,1,0,0,4,0,TYR,6.54,54.69,97.31,,False,,,,,False
Q8N9I5,FADS6,Fatty acid desaturase 6,368,6,S4_multiTM,90.59,0.8904,46.0,2,742.5,0,0,1,2,1,0,0,1,3,2,LYS,6.7,121.73,92.94,,False,,,,,False
Q8N9I5,FADS6,Fatty acid desaturase 6,368,6,S4_multiTM,90.59,0.8904,46.0,3,604.1,0,1,1,0,0,0,1,1,0,0,CYS,6.26,21.95,98.56,,False,,,,,False
Q8NBI6,XXYLT1,Xyloside xylosyltransferase 1,393,1,S3_singleTM,83.97,0.7735,54.0,1,4006.1,2,0,1,1,2,2,0,1,1,2,TYR,5.94,135.22,60.66,0.0,False,Low cancer specificity,Detected in all,0.0,29.0,False
Q8NBI6,XXYLT1,Xyloside xylosyltransferase 1,393,1,S3_singleTM,83.97,0.7735,54.0,2,543.4,0,1,0,0,0,0,2,0,0,0,CYS,6.78,30.66,98.69,0.0,False,Low cancer specificity,Detected in all,0.0,29.0,False
Q8NBI6,XXYLT1,Xyloside xylosyltransferase 1,393,1,S3_singleTM,83.97,0.7735,54.0,3,415.1,1,0,0,0,0,1,0,0,0,0,TYR,6.64,31.64,98.69,0.0,False,Low cancer specificity,Detected in all,0.0,29.0,False
Q8NG94,OR11H1,Olfactory receptor 11H1,326,7,S4_multiTM,81.27,0.8221,66.0,1,1275.8,0,1,0,1,0,0,2,0,2,0,THR,6.47,113.43,29.62,,False,,,,,False
Q8NG94,OR11H1,Olfactory receptor 11H1,326,7,S4_multiTM,81.27,0.8221,66.0,2,334.1,0,0,0,0,0,0,2,0,0,1,CYS,8.35,45.22,32.34,,False,,,,,False
Q8NG94,OR11H1,Olfactory receptor 11H1,326,7,S4_multiTM,81.27,0.8221,66.0,3,253.1,1,0,0,1,1,2,1,1,3,1,TYR,7.07,39.43,93.0,,False,,,,,False
Q8NGD3,OR4K5,Olfactory receptor 4K5,323,7,S4_multiTM,85.5,0.9071,68.0,1,610.9,0,0,0,1,1,3,0,2,1,1,TYR,8.69,12.74,93.75,0.0,False,Not detected,Not detected,0.0,0.0,False
Q8NGP3,OR5M9,Olfactory receptor 5M9,310,7,S4_multiTM,89.86,0.971,64.0,1,533.2,0,1,1,1,1,1,2,2,1,1,TYR,9.53,13.33,93.0,0.0,False,Not detected,Not detected,0.0,0.0,False
Q8NGP3,OR5M9,Olfactory receptor 5M9,310,7,S4_multiTM,89.86,0.971,64.0,2,337.5,2,1,0,1,0,3,1,0,1,0,TYR,5.29,129.36,87.75,0.0,False,Not detected,Not detected,0.0,0.0,False
Q8NI08,NCOA7,Nuclear receptor coactivator 7,942,0,S5_peripheral,55.63,0.3493,261.0,1,5646.4,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q8NI08,NCOA7,Nuclear receptor coactivator 7,942,0,S5_peripheral,55.63,0.3493,261.0,2,3972.4,0,0,0,0,0,0,0,0,0,1,LYS,8.3,192.2,34.0,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q8NI08,NCOA7,Nuclear receptor coactivator 7,942,0,S5_peripheral,55.63,0.3493,261.0,3,3169.1,0,0,0,0,1,0,0,0,0,1,LYS,7.76,209.83,34.81,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q8TAX9,GSDMB,Gasdermin-B,416,4,S4_multiTM,71.54,0.6683,85.0,1,5329.1,1,1,0,1,1,2,1,1,1,3,TYR,7.24,76.15,87.12,0.0,False,Low cancer specificity,Detected in many,0.0,29.0,False
Q8TAX9,GSDMB,Gasdermin-B,416,4,S4_multiTM,71.54,0.6683,85.0,2,597.4,0,0,1,0,2,1,0,1,0,2,TYR,8.93,22.83,87.12,0.0,False,Low cancer specificity,Detected in many,0.0,29.0,False
Q8TCT6,SPPL3,Signal peptide peptidase-like 3,384,9,S4_multiTM,77.85,0.7214,78.0,1,3783.4,1,0,0,0,1,1,0,1,0,1,TYR,7.94,110.11,94.56,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q8TCT6,SPPL3,Signal peptide peptidase-like 3,384,9,S4_multiTM,77.85,0.7214,78.0,2,1927.1,0,0,0,0,1,1,0,1,1,1,TYR,8.67,39.2,91.56,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q8TCT6,SPPL3,Signal peptide peptidase-like 3,384,9,S4_multiTM,77.85,0.7214,78.0,3,948.4,0,0,2,0,2,1,0,3,0,4,TYR,9.0,45.18,86.06,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q8TDQ0,HAVCR2,Hepatitis A virus cellular receptor 2,301,1,S1_cancer_TM,71.78,0.5548,62.0,1,2376.0,0,0,2,1,0,0,1,3,2,1,SER,3.72,56.47,64.56,61.6,True,Cancer enhanced,Detected in all,0.0,31.0,True
Q8TDQ0,HAVCR2,Hepatitis A virus cellular receptor 2,301,1,S1_cancer_TM,71.78,0.5548,62.0,2,384.8,0,0,0,0,0,0,0,0,1,0,THR,8.61,13.56,92.12,61.6,True,Cancer enhanced,Detected in all,0.0,31.0,True
Q8TDQ0,HAVCR2,Hepatitis A virus cellular receptor 2,301,1,S1_cancer_TM,71.78,0.5548,62.0,3,256.5,2,0,0,0,0,2,1,0,0,0,TYR,3.88,214.42,46.25,61.6,True,Cancer enhanced,Detected in all,0.0,31.0,True
Q8TDW4,ST7L,Suppressor of tumorigenicity 7 protein-like,575,2,S1_cancer_TM,79.19,0.7513,112.0,1,14306.6,0,0,1,0,0,0,0,1,1,1,SER,7.44,37.86,65.81,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,True
Q8TDW4,ST7L,Suppressor of tumorigenicity 7 protein-like,575,2,S1_cancer_TM,79.19,0.7513,112.0,2,1113.8,0,1,0,2,0,0,1,0,2,0,THR,1.31,94.97,93.19,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,True
Q8TDW4,ST7L,Suppressor of tumorigenicity 7 protein-like,575,2,S1_cancer_TM,79.19,0.7513,112.0,3,216.0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,True
Q8WY98,TMEM234,Transmembrane protein 234,164,3,S4_multiTM,84.56,0.8537,34.0,1,432.0,0,1,4,1,0,0,1,4,2,0,SER,5.27,60.79,78.0,0.0,False,Low cancer specificity,Detected in all,0.09090909090909091,30.0,False
Q92523,CPT1B,"Carnitine O-palmitoyltransferase 1, muscle isoform",772,2,S4_multiTM,92.18,0.9417,126.0,1,5484.4,0,0,1,0,0,0,0,3,0,2,SER,7.85,55.8,67.0,57.0,True,Cancer enhanced,Detected in all,0.0,31.0,False
Q92523,CPT1B,"Carnitine O-palmitoyltransferase 1, muscle isoform",772,2,S4_multiTM,92.18,0.9417,126.0,2,3800.2,1,0,0,0,0,1,0,2,0,0,TYR,7.13,56.06,96.81,57.0,True,Cancer enhanced,Detected in all,0.0,31.0,False
Q92523,CPT1B,"Carnitine O-palmitoyltransferase 1, muscle isoform",772,2,S4_multiTM,92.18,0.9417,126.0,3,1046.2,0,0,0,1,0,0,1,2,1,1,THR,7.92,16.64,96.75,57.0,True,Cancer enhanced,Detected in all,0.0,31.0,False
Q969V1,MCHR2,Melanin-concentrating hormone receptor 2,340,7,S4_multiTM,88.85,0.9294,65.0,1,1960.9,3,0,0,0,0,3,0,0,0,1,TYR,6.57,38.12,90.62,0.0,False,Not detected,Not detected,0.0,0.0,False
Q969V1,MCHR2,Melanin-concentrating hormone receptor 2,340,7,S4_multiTM,88.85,0.9294,65.0,2,361.1,0,0,1,1,1,0,0,1,1,2,LYS,5.63,51.02,82.44,0.0,False,Not detected,Not detected,0.0,0.0,False
Q969V1,MCHR2,Melanin-concentrating hormone receptor 2,340,7,S4_multiTM,88.85,0.9294,65.0,3,239.6,0,1,0,1,1,2,2,0,1,1,TYR,8.22,52.52,91.94,0.0,False,Not detected,Not detected,0.0,0.0,False
Q96BI1,SLC67A1,Solute carrier family 67 member A1,424,10,S1_cancer_TM,86.91,0.8962,56.0,1,2365.9,0,0,1,0,0,0,0,3,0,0,SER,5.66,78.02,86.19,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,True
Q96BI1,SLC67A1,Solute carrier family 67 member A1,424,10,S1_cancer_TM,86.91,0.8962,56.0,2,1896.8,0,0,3,3,2,0,0,3,3,2,THR,1.28,53.58,47.88,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,True
Q96JQ2,CLMN,Calmin,1002,1,S3_singleTM,52.23,0.2685,249.0,1,6145.9,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.08333333333333333,31.0,False
Q96JQ2,CLMN,Calmin,1002,1,S3_singleTM,52.23,0.2685,249.0,2,2673.0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.08333333333333333,31.0,False
Q96JQ2,CLMN,Calmin,1002,1,S3_singleTM,52.23,0.2685,249.0,3,2187.0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.08333333333333333,31.0,False
Q96KR6,MIMS2,Mitochondrial inner membrane scaffold 2,192,2,S1_cancer_TM,67.39,0.5104,46.0,1,2335.5,0,0,0,1,1,0,0,0,1,1,LYS,7.75,215.4,39.66,0.0,True,Low cancer specificity,Detected in all,0.75,29.0,True
Q96KR6,MIMS2,Mitochondrial inner membrane scaffold 2,192,2,S1_cancer_TM,67.39,0.5104,46.0,2,374.6,1,0,0,0,1,2,0,0,0,2,TYR,5.44,27.39,83.88,0.0,True,Low cancer specificity,Detected in all,0.75,29.0,True
Q96R08,OR5B12,Olfactory receptor 5B12,314,7,S4_multiTM,89.55,0.9236,65.0,1,739.1,1,0,0,0,0,2,0,0,1,0,TYR,2.94,129.06,59.78,0.0,False,Not detected,Not detected,0.0,0.0,False
Q96R08,OR5B12,Olfactory receptor 5B12,314,7,S4_multiTM,89.55,0.9236,65.0,2,472.5,0,0,1,1,1,0,0,2,2,2,THR,2.32,76.95,90.5,0.0,False,Not detected,Not detected,0.0,0.0,False
Q96R08,OR5B12,Olfactory receptor 5B12,314,7,S4_multiTM,89.55,0.9236,65.0,3,270.0,0,0,1,0,0,0,0,1,1,2,SER,7.38,23.08,83.75,0.0,False,Not detected,Not detected,0.0,0.0,False
Q96RJ3,TNFRSF13C,Tumor necrosis factor receptor superfamily member 13C,184,1,S1_cancer_TM,63.02,0.3207,30.0,1,2068.9,0,0,1,0,0,0,0,2,0,0,SER,6.94,101.73,51.06,0.0,True,Low cancer specificity,Detected in many,0.8333333333333334,20.0,True
Q96RJ3,TNFRSF13C,Tumor necrosis factor receptor superfamily member 13C,184,1,S1_cancer_TM,63.02,0.3207,30.0,2,482.6,0,0,1,0,0,0,0,1,0,0,SER,5.91,88.77,51.34,0.0,True,Low cancer specificity,Detected in many,0.8333333333333334,20.0,True
Q96RJ3,TNFRSF13C,Tumor necrosis factor receptor superfamily member 13C,184,1,S1_cancer_TM,63.02,0.3207,30.0,3,226.1,0,0,0,0,0,0,0,0,0,0,,,,,0.0,True,Low cancer specificity,Detected in many,0.8333333333333334,20.0,True
Q96SE0,ABHD1,Protein ABHD1,405,1,S3_singleTM,90.73,0.9111,53.0,1,1366.9,0,0,0,1,0,1,0,1,2,0,TYR,8.37,14.6,91.69,0.0,True,Not detected,Not detected,0.5,4.0,False
Q96SE0,ABHD1,Protein ABHD1,405,1,S3_singleTM,90.73,0.9111,53.0,2,509.6,0,0,0,0,1,1,0,0,0,1,TYR,9.24,20.34,95.19,0.0,True,Not detected,Not detected,0.5,4.0,False
Q96SE0,ABHD1,Protein ABHD1,405,1,S3_singleTM,90.73,0.9111,53.0,3,202.5,0,0,1,0,0,0,0,1,0,0,SER,6.86,100.04,33.53,0.0,True,Not detected,Not detected,0.5,4.0,False
Q96T83,SLC9A7,Sodium/hydrogen exchanger 7,725,14,S4_multiTM,67.14,0.5614,127.0,1,19436.6,0,0,0,0,0,1,0,0,0,0,TYR,9.5,15.38,86.69,0.0,False,Low cancer specificity,Detected in all,0.2727272727272727,31.0,False
Q96T83,SLC9A7,Sodium/hydrogen exchanger 7,725,14,S4_multiTM,67.14,0.5614,127.0,2,600.8,0,0,0,0,0,0,0,1,0,0,SER,9.21,101.22,24.88,0.0,False,Low cancer specificity,Detected in all,0.2727272727272727,31.0,False
Q96T83,SLC9A7,Sodium/hydrogen exchanger 7,725,14,S4_multiTM,67.14,0.5614,127.0,3,408.4,0,0,0,0,0,0,0,1,0,0,SER,8.94,103.97,31.2,0.0,False,Low cancer specificity,Detected in all,0.2727272727272727,31.0,False
Q99732,LITAF,Lipopolysaccharide-induced tumor necrosis factor-alpha factor,161,0,S2_cancer_nonTM,69.58,0.5217,44.0,1,1339.9,0,0,1,1,0,0,0,1,1,0,THR,4.15,93.05,87.25,0.0,False,Low cancer specificity,Detected in all,0.16666666666666666,31.0,True
Q99961,SH3GL1,Endophilin-A2,368,0,S2_cancer_nonTM,83.89,0.7853,81.0,1,1917.0,0,0,0,0,0,0,0,1,0,0,SER,9.9,71.28,92.38,0.0,False,Low cancer specificity,Detected in all,0.36363636363636365,31.0,True
Q99961,SH3GL1,Endophilin-A2,368,0,S2_cancer_nonTM,83.89,0.7853,81.0,2,583.9,0,0,0,0,0,0,0,0,0,4,LYS,8.03,166.62,66.69,0.0,False,Low cancer specificity,Detected in all,0.36363636363636365,31.0,True
Q99961,SH3GL1,Endophilin-A2,368,0,S2_cancer_nonTM,83.89,0.7853,81.0,3,513.0,0,0,0,2,0,0,0,0,3,0,THR,7.13,65.77,86.44,0.0,False,Low cancer specificity,Detected in all,0.36363636363636365,31.0,True
Q9BRK0,REEP2,Receptor expression-enhancing protein 2,252,2,S4_multiTM,64.52,0.4286,75.0,1,1022.6,2,0,0,0,0,2,0,0,2,0,TYR,7.03,84.53,59.38,76.2,True,Cancer enriched,Detected in many,0.2727272727272727,28.0,False
Q9BRK0,REEP2,Receptor expression-enhancing protein 2,252,2,S4_multiTM,64.52,0.4286,75.0,2,479.2,2,0,3,1,1,3,0,3,1,2,TYR,4.76,67.91,79.69,76.2,True,Cancer enriched,Detected in many,0.2727272727272727,28.0,False
Q9BRQ8,AIFM2,Ferroptosis suppressor protein 1,373,1,S3_singleTM,95.56,0.9732,64.0,1,2376.0,0,0,2,1,2,1,0,2,2,3,TYR,9.21,88.98,91.56,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9BRQ8,AIFM2,Ferroptosis suppressor protein 1,373,1,S3_singleTM,95.56,0.9732,64.0,2,253.1,0,0,2,0,0,0,0,2,0,1,SER,5.8,98.1,43.69,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9BSK0,MARVELD1,MARVEL domain-containing protein 1,173,4,S4_multiTM,85.26,0.8497,23.0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9BUH8,BEGAIN,Brain-enriched guanylate kinase-associated protein,593,0,S5_peripheral,55.9,0.2597,153.0,1,1080.0,0,0,1,0,0,0,0,1,0,0,SER,7.5,93.08,40.69,5.9,False,Cancer enhanced,Detected in many,0.0,15.0,False
Q9BUH8,BEGAIN,Brain-enriched guanylate kinase-associated protein,593,0,S5_peripheral,55.9,0.2597,153.0,2,867.4,0,0,0,0,0,0,1,0,0,0,CYS,8.27,127.71,42.53,5.9,False,Cancer enhanced,Detected in many,0.0,15.0,False
Q9BUH8,BEGAIN,Brain-enriched guanylate kinase-associated protein,593,0,S5_peripheral,55.9,0.2597,153.0,3,745.9,0,0,0,0,0,0,0,0,0,0,,,,,5.9,False,Cancer enhanced,Detected in many,0.0,15.0,False
Q9BZE9,ASPSCR1,Tether containing UBX domain for GLUT4,553,0,S2_cancer_nonTM,71.21,0.604,107.0,1,276.8,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,True
Q9BZE9,ASPSCR1,Tether containing UBX domain for GLUT4,553,0,S2_cancer_nonTM,71.21,0.604,107.0,2,243.0,0,0,1,0,1,0,0,1,0,1,LYS,5.46,190.78,42.56,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,True
Q9BZQ4,NMNAT2,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2,307,0,S5_peripheral,79.68,0.7166,63.0,1,2281.5,1,0,1,1,0,1,0,1,1,0,TYR,6.89,150.25,48.47,0.0,False,Low cancer specificity,Detected in many,0.0,21.0,False
Q9BZQ4,NMNAT2,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2,307,0,S5_peripheral,79.68,0.7166,63.0,2,877.5,1,0,1,0,1,1,2,2,1,1,TYR,7.26,102.56,93.94,0.0,False,Low cancer specificity,Detected in many,0.0,21.0,False
Q9BZQ4,NMNAT2,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2,307,0,S5_peripheral,79.68,0.7166,63.0,3,216.0,0,0,2,0,1,0,0,2,0,1,SER,5.97,32.67,98.12,0.0,False,Low cancer specificity,Detected in many,0.0,21.0,False
